,"NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","BUILDING CLASS AT PRESENT
","LAND SQUARE FEET
","BLOCK
","LOT
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
",Predicted Values,Original Values
4206,11,13,15,0,525,1713,1,0,1,0,0,1910,2405606.7877232344,680000
12161,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,1
24398,40,10,16,0,2180,326,0,0,0,0,0,1951,-335437.49688944174,210000
566,2,10,10,0,799,35,0,0,0,0,0,1958,1152627.9370484506,361599
23033,37,13,18,0,1210,1257,1,0,1,0,0,1920,722766.3290747874,499000
2749,8,13,18,0,68,1244,1,0,1,0,0,1967,1754954.8690386084,1240000
10768,26,13,18,0,1271,1503,1,0,1,0,0,0,2543360.845801747,0
2814,9,10,11,0,816,31,0,0,0,0,0,1964,821515.770565785,525000
3431,10,13,11,0,870,1073,1,0,1,0,0,1987,1944050.2297685728,0
17534,36,13,11,0,1226,1117,1,0,1,0,0,1971,1053369.2851711805,0
20933,39,7,3,10088,2175,202,47,0,47,10088,35625,1920,15219044.621317415,10573874
1811,5,13,16,0,1075,1008,1,0,1,0,0,0,2889241.357855516,780000
5177,12,14,16,1886,589,4,3,1,4,1886,4914,1920,1667310.621317415,0
20827,33,10,12,0,1503,14,0,0,0,0,0,1948,-141212.58987725573,6200000
11391,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,42400
8041,24,10,8,0,1367,20,0,0,0,0,0,1948,470429.7351606474,800000
5074,12,10,12,0,637,81,0,0,0,0,0,1987,690108.2985740178,870000
16851,33,10,16,0,1373,40,0,0,0,0,0,1975,-401207.70564245386,970000
8072,22,13,13,0,1844,1004,1,0,1,0,0,1900,1325151.5960706952,2100000
6867,18,45,102,0,736,1002,0,0,1,0,0,2008,-2457579.114265743,0
11261,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,49500
7260,19,13,18,0,943,1104,1,0,1,0,0,0,2354721.7834186503,0
12304,26,43,49,0,994,1002,0,0,1,0,0,0,2204475.020484721,35289183
24850,39,10,11,0,2180,192,0,0,0,0,0,1939,-98063.37617434654,310000
3154,10,10,8,0,871,7,0,0,0,0,0,1900,1002206.6248620609,735000
5913,13,13,16,0,1599,1059,1,0,1,0,0,2003,1449989.9423797675,590000
16361,31,13,13,0,16,3279,1,0,1,0,0,1985,3547452.1585120438,855000
12583,27,10,10,0,1995,77,0,0,0,0,0,1910,297534.743299189,536000
17117,28,44,48,0,890,1006,0,0,1,0,0,1925,1006638.2221674467,0
7931,21,22,24,2800,423,14,1,2,3,2800,8200,1900,802570.621317415,0
2971,9,13,9,0,851,2120,0,0,0,0,0,0,4327692.589756915,6648186
17847,31,13,16,0,137,1090,1,0,1,0,0,1987,872520.7853557938,780000
1891,6,10,16,0,431,25,0,0,0,0,0,1929,607593.3140868223,825000
1509,4,13,16,0,149,1113,1,0,1,0,0,2010,1863023.2913739425,2036500
13955,33,10,8,0,1512,52,0,0,0,0,0,1962,168877.27987093944,499999
19776,34,10,16,0,1566,1,0,0,0,0,0,1963,-478215.92155118333,385000
7891,21,13,16,0,283,1106,1,0,1,0,0,1988,1249334.0347565566,335000
5539,13,10,10,0,1736,27,0,0,0,0,0,2007,696152.9443365713,550000
14392,26,45,71,0,1027,1223,0,0,1,0,0,0,831858.8339578244,0
12960,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,78766
21570,36,13,18,0,1140,1068,1,0,1,0,0,1965,520832.8677644986,1100000
3710,10,10,12,0,896,39,0,0,0,0,0,1963,724243.3734443537,0
20240,34,13,18,0,1537,1692,1,0,1,0,0,0,2460635.1975278207,535000
10489,26,13,13,0,1044,1250,1,0,1,0,0,1979,1426628.0848278874,2181500
17162,33,13,15,0,1515,1610,1,0,1,0,0,0,2611916.233762506,0
14793,32,10,10,0,1411,53,0,0,0,0,0,1959,72215.39248918463,2295000
20017,36,13,15,0,1223,1354,1,0,1,0,0,1973,1043190.7049640366,0
15101,33,13,11,0,1576,1076,1,0,1,0,0,1986,1099694.4523698748,0
10022,26,7,32,4020,1036,48,6,0,6,4020,4133,1900,717352.621317415,0
6074,13,13,13,0,1831,1104,1,0,1,0,0,2007,1700318.07753956,650000
11817,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,34900
3563,10,10,16,0,876,18,0,0,0,0,0,1909,457400.9746683766,1350000
17524,32,10,11,0,1427,1,0,0,0,0,0,1966,-59801.44713208638,790000
5662,13,7,28,3231,2025,21,6,0,6,3231,4732,1920,1531532.621317415,0
12763,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,39019
18321,32,13,13,0,1436,1057,1,0,1,0,0,1985,980135.9570557945,0
16110,26,45,71,0,1027,1720,0,0,1,0,0,1925,242144.4199380218,100
12422,26,45,102,0,1027,1724,0,0,1,0,0,1925,-1891236.3420506115,0
12606,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,37500
7867,22,7,5,3550,1836,19,19,0,19,3550,14268,1900,6794142.621317415,0
14751,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,0
9625,25,43,54,0,1262,1810,0,0,1,0,0,2009,1600566.8724223436,775687
11995,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
6613,14,13,16,0,1680,1119,1,0,1,0,0,2007,1477216.0401025838,0
21102,39,10,10,0,2179,489,0,0,0,0,0,1942,303485.883886599,249000
7256,23,13,11,0,1292,1256,1,0,1,0,0,1983,1672485.7758634952,0
15075,33,13,11,0,1569,1002,1,0,1,0,0,1910,1061904.9478505435,930000
3071,9,10,16,0,817,29,0,0,0,0,0,1964,474423.3968279278,449000
17332,32,10,11,0,1405,51,0,0,0,0,0,1927,20228.9080430991,3100000
10840,30,10,8,0,94,1,0,0,0,0,0,1971,244378.54561089026,761200
23256,37,13,18,0,1246,1014,1,0,1,0,0,1875,475317.42595788604,1275000
19916,34,10,16,0,1583,12,0,0,0,0,0,1962,-465589.7322320659,1285000
18312,32,13,13,0,1429,1132,1,0,1,0,0,2007,1051581.050747831,5284600
6954,16,8,10,9992,2070,43,42,0,42,9992,42588,1910,15998208.621317415,6090056
12628,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,121000
5438,13,17,17,0,2045,1501,0,0,0,0,0,2007,1504048.6767666908,440000
1294,4,13,11,0,174,1408,1,0,1,0,0,1915,2596141.0433291825,5704950
2588,8,13,13,0,53,1365,1,0,1,0,0,2007,2212426.379525958,0
12942,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,18850
18540,32,13,13,0,1473,1093,1,0,1,0,0,1986,1019295.6658396968,770000
14462,26,45,79,0,1027,1299,0,0,1,0,0,0,365705.8315661303,0
139,1,16,16,0,406,1101,0,1,1,0,0,2007,1682523.8975686976,840000
6086,13,13,13,0,1903,1317,1,0,1,0,0,1920,1990546.5743241827,1035356
4412,12,13,11,0,601,1143,1,0,1,0,0,1920,1995972.316156182,3800000
5496,13,9,9,0,1827,52,0,0,0,0,0,1900,907001.9959813259,0
21180,35,10,11,0,1120,11,0,0,0,0,0,1905,-114459.94881312549,4318000
17618,36,13,11,0,1226,1233,1,0,1,0,0,1971,1183959.281094124,0
3405,9,43,54,0,854,1017,0,0,1,0,0,0,2495609.568306362,0
13204,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,0
9379,25,13,13,0,1339,1110,1,0,1,0,0,2008,1281801.6482359678,3552879
5364,13,7,2,6330,1772,55,16,2,18,6330,18000,1920,7726474.621317415,0
16201,35,13,11,0,1169,1211,1,0,1,0,0,2015,1170356.4133444256,4036500
24185,37,10,11,0,1896,1,0,0,0,0,0,1920,-223335.7104610284,1975000
4982,12,10,12,0,608,39,0,0,0,0,0,1961,658952.1843452784,540000
12811,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,0
11816,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
6226,13,15,21,0,2043,1202,1,0,1,0,0,1920,1202935.3614033884,549973
18894,32,17,17,0,1412,1002,0,0,0,0,0,1927,314602.7093925476,2800000
4729,11,22,35,2925,553,6,0,4,4,2925,7223,1956,81550.62131741503,0
782,2,13,11,0,797,1623,1,0,1,0,0,2006,2843358.358728061,1682500
2267,7,22,24,2256,784,14,3,1,4,2256,6486,1925,1207105.621317415,0
11416,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,76320
17176,33,10,16,0,1406,41,0,0,0,0,0,1962,-393008.77555916645,0
19375,36,9,9,0,1210,48,0,0,0,0,0,1900,81745.14897079207,960000
12841,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,18850
15837,26,45,71,0,1027,1362,0,0,1,0,0,0,988341.6738999723,100
10250,26,13,15,0,1049,1050,1,0,1,0,0,1955,1077768.7090819967,9950000
5953,13,15,17,0,1916,1102,1,0,1,0,0,1890,1386770.925252548,780000
12999,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,67095
2139,8,13,11,0,17,1258,1,0,1,0,0,2014,2226467.734529626,1568105
13630,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
17785,33,10,16,0,1483,38,0,0,0,0,0,1964,-399185.07644174574,355000
13524,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,0
20091,32,13,16,0,1484,1109,1,0,1,0,0,1985,830783.8101917426,928644
4644,11,17,21,0,525,1002,0,0,0,0,0,1910,828510.3548398479,0
11327,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,76320
8921,25,13,15,0,1323,1057,1,0,1,0,0,1985,1098272.039066276,940000
9811,25,17,22,0,1331,1203,0,0,0,0,0,1964,429371.74371695565,722500
10783,26,13,16,0,1048,2008,1,0,1,0,0,1987,2068214.7994288956,640000
4433,11,10,11,0,576,49,0,0,0,0,0,1959,777279.0434514727,465000
19493,36,10,10,0,1198,19,0,0,0,0,0,1950,-101224.6670042905,937000
18247,32,13,13,0,1420,1101,1,0,1,0,0,1951,1050301.5944069694,1949948
10744,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,53910
8136,22,13,13,0,1848,1316,1,0,1,0,0,2007,1612431.2788286838,1125000
2690,9,10,8,0,842,7,0,0,0,0,0,1965,1000250.198613076,908000
11583,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,58900
8765,24,45,61,0,1319,1361,0,0,1,0,0,2002,548063.6684776726,0
24526,38,13,13,0,2111,1015,1,0,1,0,0,2012,685200.1808019863,600392
188,2,7,28,1975,745,42,5,0,5,1975,4996,1920,1892012.621317415,6800000
8410,25,10,10,0,1338,5,0,0,0,0,0,1929,291318.47370032687,745000
21388,33,10,12,0,1554,23,0,0,0,0,0,2007,-167366.6417660294,1627865
16631,31,13,13,0,142,1526,1,0,1,0,0,2006,1558803.813805848,3440000
12043,32,10,8,0,1406,41,0,0,0,0,0,1962,194947.292927627,1725000
13057,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,37500
25027,36,10,12,0,1244,19,0,0,0,0,0,1936,-231753.4735927363,2050000
19533,34,10,16,0,1532,22,0,0,0,0,0,1970,-458044.9396317755,849000
1219,4,13,11,0,123,1225,1,0,1,0,0,2008,2335666.1013335413,5193075
15958,29,13,18,0,520,1030,1,0,1,0,0,1886,791848.271540862,1850000
1081,3,13,9,0,292,1134,0,0,0,0,0,0,3446793.9339270554,591603
9743,25,13,16,0,1341,1442,1,0,1,0,0,1984,1462953.5481890612,645000
17396,32,10,11,0,1409,1,0,0,0,0,0,1960,-55844.25854464946,1175000
10571,26,13,16,0,1040,1490,1,0,1,0,0,1989,1484035.6715666424,0
9182,25,10,11,0,1370,46,0,0,0,0,0,1929,267844.2850161847,625650
20058,34,13,18,0,1513,1065,1,0,1,0,0,1987,569035.0054976889,1450000
15601,32,13,15,0,1423,1187,1,0,1,0,0,1991,985247.7927815751,0
2727,9,10,8,0,851,13,0,0,0,0,0,1911,1039055.2592808893,875000
13947,26,45,71,0,1027,1186,0,0,1,0,0,0,790205.1283617136,10
8452,25,10,11,0,1325,24,0,0,0,0,0,1960,225508.1882924945,470000
17051,28,13,16,0,920,1095,1,0,1,0,0,1988,969964.270683995,745000
10861,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,0
4589,12,13,11,0,631,1254,1,0,1,0,0,1895,2135233.1186321215,34620500
2215,7,13,16,0,780,1015,1,0,1,0,0,1986,1645140.5062177866,420000
26684,39,13,16,0,2180,1268,1,0,1,0,0,2003,730820.1518815313,535000
20813,33,10,12,0,1501,33,0,0,0,0,0,1930,-109035.1615449125,4000000
4228,11,10,11,0,555,28,0,0,0,0,0,1965,750493.4711047881,801000
16210,30,28,44,0,93,1002,0,1,1,0,0,1955,-1994532.0339663974,8968737
2950,8,39,79,67342,17,45,1,0,1,67342,112000,1967,17313911.621317416,0
16640,31,13,13,0,142,1647,1,0,1,0,0,2006,1695022.6888634008,3385000
20948,39,9,9,0,2149,265,0,0,0,0,0,1960,161913.8556877873,9475000
17240,36,10,8,0,1236,3,0,0,0,0,0,1922,34614.84627869865,1472500
20294,33,13,13,0,1505,1178,1,0,1,0,0,1984,1079269.505945806,0
18077,31,13,16,0,219,1102,1,0,1,0,0,1930,918349.902824977,6600000
17330,32,10,11,0,1405,40,0,0,0,0,0,1962,-13049.626053041779,2050000
9855,27,10,8,0,888,37,0,0,0,0,0,1964,381267.79965912644,865000
22865,37,10,16,0,1245,19,0,0,0,0,0,1911,-528949.4032710628,3587500
13964,26,45,79,0,1027,1207,0,0,1,0,0,0,262134.45548931276,0
1496,4,13,16,0,136,1120,1,0,1,0,0,0,3071144.6916977675,2475000
14849,26,45,97,0,1027,1718,0,0,1,0,0,1925,-1553171.0187385422,0
16420,31,13,13,0,16,4353,1,0,1,0,0,2000,4747580.396626193,3966083
12125,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
9798,25,13,16,0,1346,1088,1,0,1,0,0,1959,1079249.6864066334,880000
7567,21,9,9,0,426,46,0,0,0,0,0,1900,639496.6934163715,0
14410,26,45,71,0,1027,1224,0,0,1,0,0,0,832984.609784747,0
1602,5,10,16,0,1055,1,0,0,0,0,0,1900,621125.2597919144,0
6703,14,47,45,0,1629,1148,0,0,1,0,0,2007,1661174.9049519063,0
15143,28,10,11,0,889,15,0,0,0,0,0,1957,117522.79744323716,440000
14021,33,10,8,0,1518,61,0,0,0,0,0,1925,200973.19945075735,1460000
17668,33,10,16,0,1453,43,0,0,0,0,0,1928,-371438.8829947412,600000
5202,12,13,13,0,625,1123,1,0,1,0,0,1930,1829058.5568583873,0
17310,36,10,8,0,1245,47,0,0,0,0,0,1929,79782.38836954441,1550000
11388,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
2300,8,13,13,0,18,1086,1,0,1,0,0,1956,1929511.4571792022,582000
14303,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,63000
23313,37,13,18,0,1253,1537,1,0,1,0,0,1931,1030520.2767651617,615000
14860,33,13,11,0,1543,1149,1,0,1,0,0,1973,1190324.9334788094,825000
14417,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,39525
6283,13,22,24,4992,2047,36,0,5,5,4992,7562,1910,890996.621317415,2750000
16426,31,13,13,0,16,4359,1,0,1,0,0,2000,4754335.051587725,1878671
2631,9,10,8,0,816,31,0,0,0,0,0,1964,1028407.7575299446,950000
3638,10,10,12,0,877,84,0,0,0,0,0,1928,796194.3180536903,575000
14782,26,45,71,0,1027,1258,0,0,1,0,0,0,871260.9879000918,150
17632,32,10,11,0,1433,7,0,0,0,0,0,1948,-42425.85503303399,470000
1404,4,46,21,0,149,1220,0,0,1,0,0,2013,3838832.979169969,0
16070,29,25,57,8380,209,19,0,5,5,8380,112900,1961,19531241.621317416,89675000
16862,33,10,16,0,1374,69,0,0,0,0,0,1963,-361417.050472131,2300000
24335,40,10,16,0,2179,373,0,0,0,0,0,1954,-284296.1892136978,652000
4234,11,10,11,0,556,44,0,0,0,0,0,1921,794753.0405251258,675000
3273,10,10,8,0,880,42,0,0,0,0,0,1964,1003213.1845106096,729000
295,2,10,16,0,694,42,0,0,0,0,0,2003,722047.9940019664,1600000
16987,28,13,16,0,911,1025,1,0,1,0,0,1901,943286.5570931784,1177777
19651,34,10,16,0,1547,49,0,0,0,0,0,1987,-438110.6494610808,1675000
5157,12,13,15,0,637,1114,1,0,1,0,0,1987,1646719.4573816922,1360000
15262,28,10,11,0,893,41,0,0,0,0,0,1975,135963.59370155446,675000
620,2,13,18,0,714,1147,1,0,1,0,0,2006,1826471.1317944773,0
23631,35,13,16,0,1150,1236,1,0,1,0,0,0,2057031.8631417244,895000
12403,26,45,102,0,1027,1312,0,0,1,0,0,0,-1205830.982742445,0
18210,37,17,17,0,1883,1002,0,0,0,0,0,1930,121773.75844277954,519750
14563,26,45,79,0,1027,1321,0,0,1,0,0,0,390472.89975841297,100
6056,17,10,8,0,2243,309,0,0,0,0,0,1949,1030631.4939623857,175000
17836,32,10,11,0,1450,23,0,0,0,0,0,1966,-35513.7865793067,1200000
18056,31,13,16,0,217,1291,1,0,1,0,0,1906,1145491.2217340474,2861282
12070,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
19711,32,13,16,0,1420,1014,1,0,1,0,0,1951,745467.1105006025,3049658
4010,10,13,18,0,898,1041,1,0,1,0,0,0,2610932.8070324627,1603743
6790,15,15,15,0,2060,1006,1,0,1,0,0,0,2469464.7219799203,830000
16196,30,15,15,0,91,1003,1,0,1,0,0,1900,829167.3084671753,3390772
15575,28,13,18,0,892,1331,1,0,1,0,0,2006,1087557.0012196978,1601000
17573,32,10,11,0,1428,17,0,0,0,0,0,1936,-23899.877711748704,2900000
9399,25,10,12,0,1369,29,0,0,0,0,0,1920,185135.94411420543,449000
15703,35,10,8,0,1183,42,0,0,0,0,0,1925,114077.9287295849,1400000
21599,35,10,11,0,1184,31,0,0,0,0,0,1950,-120143.43614113005,412500
9342,25,13,13,0,1329,1034,1,0,1,0,0,0,2395227.1234940332,1225000
9560,25,13,16,0,1320,4095,1,0,1,0,0,1979,4453059.537031609,0
20138,33,10,11,0,1579,49,0,0,0,0,0,1965,-44579.569871668704,1430000
11006,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,58900
18707,35,13,15,0,1168,1101,1,0,1,0,0,2007,775461.9335745466,2525000
20678,36,7,4,2043,1143,8,7,1,8,2043,4162,1930,2437894.621317415,2600000
3389,9,43,54,0,854,1014,0,0,1,0,0,0,2492232.240825596,0
14266,31,15,17,0,218,1204,1,0,1,0,0,2006,815346.9911975381,5875000
8387,25,10,10,0,1336,15,0,0,0,0,0,1928,303214.9195903726,740000
20111,33,10,11,0,1576,27,0,0,0,0,0,1957,-64508.106632711366,597200
10992,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,0
25134,36,10,12,0,1251,8,0,0,0,0,0,1929,-240103.9143617698,579000
18559,32,13,13,0,1473,1431,1,0,1,0,0,1960,1415329.8953393078,0
26408,39,10,12,0,2179,1,0,0,0,0,0,1917,-368895.7109607407,230000
15188,28,10,11,0,891,3,0,0,0,0,0,1955,105165.79989934806,627000
12548,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,22000
23333,36,10,11,0,1245,58,0,0,0,0,0,1910,-103383.06449847436,0
21440,35,10,11,0,1146,18,0,0,0,0,0,1925,-119061.45709541487,1195000
6,1,7,5,3772,376,7,26,3,29,3772,16679,1900,9264212.621317415,14550000
18179,35,10,10,0,1179,19,0,0,0,0,0,1962,-71748.5313574071,725000
7841,24,10,10,0,1313,1,0,0,0,0,0,1922,327759.5689020022,3000000
14524,26,45,71,0,1027,1232,0,0,1,0,0,0,841990.8164001224,0
14225,26,45,79,0,1027,1258,0,0,1,0,0,0,319549.0226623309,0
21113,39,10,10,0,2180,70,0,0,0,0,0,1920,-155101.03140410176,1099000
12519,32,10,8,0,1453,1,0,0,0,0,0,1963,148339.60076133162,390000
17915,31,13,16,0,188,1106,1,0,1,0,0,0,2075709.1642554724,4150000
10290,26,13,16,0,1008,1214,1,0,1,0,0,1987,1175182.5452694125,685000
15758,28,13,13,0,920,1083,1,0,1,0,0,1988,1163346.9477250916,200000
4756,12,10,10,0,611,65,0,0,0,0,0,1961,826087.8157234495,999000
9621,25,13,13,0,1362,1154,1,0,1,0,0,2002,1334438.3769810298,7500000
16981,33,10,10,0,1579,15,0,0,0,0,0,1962,-12100.95233229408,529000
2391,8,13,11,0,28,1076,1,0,1,0,0,1987,2037466.252115291,615000
11978,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,0
444,2,10,16,0,773,12,0,0,0,0,0,1940,724239.0581716686,460000
4650,11,17,22,0,544,1102,0,0,0,0,0,0,2011997.9094794705,3300000
16653,33,10,10,0,1521,51,0,0,0,0,0,1923,52918.91844085837,985000
3558,10,7,5,2469,907,42,20,1,21,2469,9715,1912,6532706.621317415,8200000
170,2,1,27,1975,771,52,1,0,1,1975,3540,1901,1365851.621317415,0
15590,35,10,8,0,1150,55,0,0,0,0,0,1911,137758.8602232039,950000
10294,26,13,13,0,1020,1157,1,0,1,0,0,0,2503894.1843740647,1009900
14737,26,45,71,0,1027,1254,0,0,1,0,0,0,866757.8845924041,17063
266,2,9,6,0,745,16,0,0,0,0,0,1920,1482664.1917827097,435000
950,2,17,17,0,745,1104,0,0,0,0,0,0,2681076.7627551695,2100000
21969,36,13,18,0,1171,4224,1,0,1,0,0,2006,4048658.2194072907,4250000
7627,22,10,10,0,1832,6,0,0,0,0,0,1941,383715.7169302455,1250000
24206,35,17,21,0,1158,1208,0,0,0,0,0,1963,145726.56521742838,689000
5082,12,10,13,0,640,12,0,0,0,0,0,1939,572059.2394304448,2995000
6186,13,13,13,0,2046,1029,1,0,1,0,0,1921,1662745.4712815848,0
9581,25,13,16,0,1322,1051,1,0,1,0,0,0,2207619.232260438,942500
21392,33,10,12,0,1554,23,0,0,0,0,0,2007,-167366.6417660294,872607
3169,9,13,16,0,820,1210,1,0,1,0,0,0,2976986.833552968,0
4899,13,7,30,3402,2048,43,20,0,20,3402,12995,1910,5303174.621317415,0
21416,33,10,12,0,1555,23,0,0,0,0,0,1980,-151268.48557644244,415000
5268,12,13,13,0,636,1266,1,0,1,0,0,1938,1985039.2181936787,7948377
664,2,13,11,0,723,1012,1,0,1,0,0,0,3354633.770449338,2350000
23770,36,13,13,0,1239,1126,1,0,1,0,0,0,2101989.3067686674,2550000
24347,35,17,21,0,1179,1308,0,0,0,0,0,1962,258463.4278909443,0
10218,26,13,15,0,1047,2524,1,0,1,0,0,1978,2723472.965585742,5100000
15030,33,13,11,0,1552,1433,1,0,1,0,0,2002,1492544.6740309172,2507645
3041,9,13,13,0,849,1282,1,0,1,0,0,1913,2122269.2095535253,1650000
3094,9,10,12,0,842,7,0,0,0,0,0,1965,724394.2159941965,537544
9975,27,10,8,0,893,41,0,0,0,0,0,1975,379099.6839147485,1465000
17662,33,10,16,0,1453,37,0,0,0,0,0,1941,-385954.5379562727,1240000
4647,11,17,21,0,525,1302,0,0,0,0,0,1903,1170422.1029164256,395000
11439,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,63335
9237,25,13,11,0,1040,1400,1,0,1,0,0,1989,1763779.9286663025,930000
16545,31,13,18,0,214,1119,1,0,1,0,0,0,1951874.3196252757,10000000
10933,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,81745
25866,37,10,12,0,1890,40,0,0,0,0,0,1929,-253642.38600331405,272500
219,2,7,4,1500,770,3,8,1,9,1500,6200,1901,4270573.621317415,0
6719,17,9,9,0,2240,1,0,0,0,0,0,1918,685256.5221115365,750000
15014,32,10,10,0,1443,1,0,0,0,0,0,1931,29724.04755602358,735000
1504,4,13,15,0,176,1034,1,0,1,0,0,2007,1844279.2138206759,3911109
5689,14,13,11,0,1631,1029,1,0,1,0,0,2010,1719946.5406634551,801362
17156,33,13,15,0,1515,1411,1,0,1,0,0,1981,1205229.8442050428,825000
13506,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,87900
8542,25,10,10,0,1350,1,0,0,0,0,0,1968,263282.2446676814,0
11354,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
9331,25,10,12,0,1367,20,0,0,0,0,0,1948,158329.649292734,580000
3108,9,13,15,0,857,1257,1,0,1,0,0,2013,1896330.0720877317,5700000
14060,26,45,79,0,1027,1223,0,0,1,0,0,0,280146.8687200635,0
2584,8,13,13,0,53,1347,1,0,1,0,0,2007,2192162.414641364,0
1700,5,13,11,0,1077,1069,1,0,1,0,0,2013,2100930.973950527,753300
12051,26,45,102,0,1006,1303,0,0,1,0,0,1963,-2387436.2451660666,43914
18109,33,13,18,0,1419,1781,1,0,1,0,0,0,2599532.91900166,1220000
1044,3,13,11,0,202,1146,1,0,1,0,0,0,3480103.253233102,522500
10232,26,13,22,0,1011,4013,0,0,1,0,0,0,9008612.985184595,0
7579,21,10,11,0,263,8,0,0,0,0,0,1955,377593.3147166595,795000
17870,33,13,18,0,1380,1002,1,0,1,0,0,1929,571753.4584355918,3195000
11966,26,45,102,0,1006,1303,0,0,1,0,0,1963,-2387436.2451660666,46250
11404,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,76320
8537,24,43,49,0,1296,1117,0,0,1,0,0,1955,1232997.6163340337,0
8979,25,13,11,0,1003,1182,1,0,1,0,0,0,2706565.0193826095,0
17695,32,10,11,0,1443,1,0,0,0,0,0,1931,-39239.94809869677,690000
12448,26,47,25,0,1011,4029,0,0,1,0,0,0,7059946.211255312,0
16423,35,13,9,0,1171,4606,0,0,0,0,0,0,6177354.591677742,3594641
26461,39,10,12,0,2179,170,0,0,0,0,0,1925,-183415.59621093515,639000
8806,25,10,16,0,1333,1,0,0,0,0,0,1963,-147162.38448361447,615000
19861,36,10,10,0,1252,17,0,0,0,0,0,1925,-89676.7844204451,0
17409,33,10,16,0,1429,13,0,0,0,0,0,1938,-410681.90635248274,916018
2175,7,10,13,0,831,20,0,0,0,0,0,1906,778005.7945020734,1900000
11175,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
6332,14,13,15,0,1661,1021,1,0,1,0,0,2003,1438638.0371168046,0
19733,33,10,11,0,1521,69,0,0,0,0,0,1925,3024.8876707335003,3525000
18495,32,13,13,0,1464,1018,1,0,1,0,0,1984,936244.0731142708,618000
11312,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,38160
8135,22,13,13,0,1848,1311,1,0,1,0,0,2007,1606802.3996940744,841875
5177,12,13,18,0,608,1207,1,0,1,0,0,1961,1560651.0928232535,0
14339,33,10,8,0,1562,5,0,0,0,0,0,1910,145967.62548495084,475000
8781,24,45,61,0,1319,1369,0,0,1,0,0,2002,557069.875093048,0
8038,22,13,13,0,1833,4155,1,0,1,0,0,1960,4836880.50861623,750000
14736,26,45,79,0,1027,1363,0,0,1,0,0,0,437755.4844891331,0
15400,28,13,13,0,858,1126,1,0,1,0,0,1917,1255434.6245283508,3441685
24802,39,10,11,0,2179,373,0,0,0,0,0,1954,96767.89230893552,735000
7942,24,13,15,0,1292,1430,1,0,1,0,0,2012,1538957.6838799962,30122241
7707,21,10,11,0,331,120,0,0,0,0,0,1949,505844.8282238203,515000
10028,26,10,16,0,1010,53,0,0,0,0,0,1916,-90074.59396925569,490000
